data,centro_distribuicao,categoria_produto,demanda,peso_total_kg,volume_total_m3,valor_total,capacidade_utilizada_pct,lead_time_dias,taxa_atraso_pct,evento_especial,dia_semana,mes,trimestre,tempo_picking_item_min,tempo_total_picking_min,taxa_erro_picking_pct,gargalo_picking_pct,complexidade_picking,tempo_embalagem_item_min,tempo_total_embalagem_min,taxa_erro_embalagem_pct,gargalo_embalagem_pct,fragilidade_produto,tempo_expedicao_min,gargalo_expedicao_pct,prioridade_expedicao,nivel_automacao_cd,tempo_total_processamento_min,dia_do_mes,dia_do_ano,semana_do_ano,fim_de_semana
2024-03-13,Florianopolis (SC),Livros e Mídia,1626,1626.0,6.504,113820,108.4,1.62,49.36,,Wednesday,March,Q1,1.36,2217.27,4.09,92.39,baixa,1.05,1701.63,2.93,119.56,baixa,175.61,61.59,baixa,medio,178.02,13,73,11,False
2024-03-13,Florianopolis (SC),Brinquedos,1540,3080.0,27.72,154000,102.67,2.32,46.9,,Wednesday,March,Q1,3.41,5250.0,5.11,87.5,media,3.2,4924.42,3.58,113.24,media,146.34,58.33,media,medio,152.95,13,73,11,False
2024-03-14,Belem (PA),Eletrônicos,2804,9814.0,42.06,3364800,233.67,4.37,54.2,,Thursday,March,Q1,6.88,19298.12,11.47,219.06,alta,6.12,17174.5,7.35,292.08,alta,240.0,146.04,media,baixo,253.01,14,74,11,False
2024-03-14,Belem (PA),Vestuário,2764,2211.2,13.82,414600,230.33,3.14,54.92,,Thursday,March,Q1,2.94,8129.41,8.82,215.94,media,1.69,4664.25,4.72,287.92,baixa,288.0,143.96,baixa,baixo,292.63,14,74,11,False
2024-03-14,Belem (PA),Alimentos,3395,16975.0,67.9,271600,282.92,2.54,55.53,,Thursday,March,Q1,1.88,6390.59,7.06,265.23,baixa,2.48,8402.62,5.77,353.65,media,192.0,176.82,alta,baixo,196.36,14,74,11,False
2024-03-14,Belem (PA),Casa e Decoração,1707,13656.0,85.35,512100,142.25,5.59,46.46,,Thursday,March,Q1,7.65,13053.53,11.47,133.36,alta,7.0,11949.0,7.35,177.81,alta,288.0,88.91,baixa,baixo,302.65,14,74,11,False
2024-03-14,Belem (PA),Beleza e Saúde,2526,3031.2,20.208,303120,210.5,3.3,48.1,,Thursday,March,Q1,3.53,8915.29,8.82,197.34,media,2.75,6946.5,5.77,263.12,media,240.0,131.56,media,baixo,246.28,14,74,11,False
2024-03-14,Belem (PA),Esportes,1787,7148.0,44.675,446750,148.92,4.56,50.23,,Thursday,March,Q1,5.35,9565.71,11.47,139.61,alta,3.44,6142.81,5.77,186.15,media,288.0,93.07,baixa,baixo,296.79,14,74,11,False
2024-03-14,Belem (PA),Livros e Mídia,884,884.0,3.536,61880,73.67,2.36,5.18,,Thursday,March,Q1,1.41,1248.0,4.71,69.06,baixa,1.12,994.5,3.37,92.08,baixa,192.0,46.04,baixa,baixo,194.54,14,74,11,False
2024-03-14,Belem (PA),Brinquedos,1866,3732.0,33.588,186600,155.5,3.37,50.88,,Thursday,March,Q1,3.53,6585.88,8.82,145.78,media,3.44,6414.38,5.77,194.38,media,240.0,97.19,media,baixo,246.97,14,74,11,False
2024-03-14,Recife (PE),Eletrônicos,3804,13314.0,57.06,4564800,211.33,3.07,49.92,,Thursday,March,Q1,6.5,24726.0,8.67,237.75,alta,5.76,21928.94,5.76,297.19,alta,187.5,158.5,media,medio,199.76,14,74,11,False
2024-03-14,Recife (PE),Vestuário,3160,2528.0,15.8,474000,175.56,2.55,58.65,,Thursday,March,Q1,2.78,8777.78,6.67,197.5,media,1.59,5018.82,3.71,246.88,baixa,225.0,131.67,baixa,medio,229.37,14,74,11,False
2024-03-14,Recife (PE),Alimentos,4607,23035.0,92.14,368560,255.94,2.55,48.04,,Thursday,March,Q1,1.78,8190.22,5.33,287.94,baixa,2.33,10731.6,4.53,359.92,media,150.0,191.96,alta,medio,154.11,14,74,11,False
2024-03-14,Recife (PE),Casa e Decoração,2440,19520.0,122.0,732000,135.56,4.75,55.38,,Thursday,March,Q1,7.22,17622.22,8.67,152.5,alta,6.59,16075.29,5.76,190.62,alta,225.0,101.67,baixa,medio,238.81,14,74,11,False
2024-03-14,Recife (PE),Beleza e Saúde,3295,3954.0,26.36,395400,183.06,3.2,56.41,,Thursday,March,Q1,3.33,10983.33,6.67,205.94,media,2.59,8528.24,4.53,257.42,media,187.5,137.29,media,medio,193.42,14,74,11,False
2024-03-14,Recife (PE),Esportes,2717,10868.0,67.925,679250,150.94,2.87,45.42,,Thursday,March,Q1,5.06,13735.94,8.67,169.81,alta,3.24,8790.29,4.53,212.27,media,225.0,113.21,baixa,medio,233.29,14,74,11,False
2024-03-14,Recife (PE),Livros e Mídia,1079,1079.0,4.316,75530,59.94,1.91,5.71,,Thursday,March,Q1,1.33,1438.67,3.56,67.44,baixa,1.06,1142.47,2.65,84.3,baixa,150.0,44.96,baixa,medio,152.39,14,74,11,False
2024-03-14,Recife (PE),Brinquedos,2300,4600.0,41.4,230000,127.78,2.49,45.48,,Thursday,March,Q1,3.33,7666.67,6.67,143.75,media,3.24,7441.18,4.53,179.69,media,187.5,95.83,media,medio,194.07,14,74,11,False
2024-03-14,Brasilia (DF),Eletrônicos,4315,15102.5,64.725,5178000,215.75,3.36,51.26,,Thursday,March,Q1,6.36,27437.77,7.42,224.74,alta,5.57,24026.7,4.45,299.65,alta,158.82,149.83,media,medio,170.75,14,74,11,False
2024-03-14,Brasilia (DF),Vestuário,3652,2921.6,18.26,547800,182.6,2.43,48.16,,Thursday,March,Q1,2.72,9923.91,5.71,190.21,media,1.53,5602.5,2.86,253.61,baixa,190.59,126.81,baixa,medio,194.84,14,74,11,False
2024-03-14,Brasilia (DF),Alimentos,3117,15585.0,62.34,249360,155.85,2.14,54.04,,Thursday,March,Q1,1.74,5420.87,4.57,162.34,baixa,2.25,7013.25,3.5,216.46,media,127.06,108.23,alta,medio,131.05,14,74,11,False
2024-03-14,Brasilia (DF),Casa e Decoração,2821,22568.0,141.05,846300,141.05,4.09,40.0,,Thursday,March,Q1,7.07,19930.98,7.42,146.93,alta,6.36,17951.82,4.45,195.9,alta,190.59,97.95,baixa,medio,204.02,14,74,11,False
2024-03-14,Brasilia (DF),Beleza e Saúde,2947,3536.4,23.576,353640,147.35,2.53,58.08,,Thursday,March,Q1,3.26,9609.78,5.71,153.49,media,2.5,7367.5,3.5,204.65,media,158.82,102.33,media,medio,164.58,14,74,11,False
2024-03-14,Brasilia (DF),Esportes,2287,9148.0,57.175,571750,114.35,3.23,56.2,,Thursday,March,Q1,4.95,11310.71,7.42,119.11,alta,3.12,7146.88,3.5,158.82,media,190.59,79.41,baixa,medio,198.66,14,74,11,False
2024-03-14,Brasilia (DF),Livros e Mídia,1922,1922.0,7.688,134540,96.1,1.47,42.89,,Thursday,March,Q1,1.3,2506.96,4.57,100.1,baixa,1.02,1965.68,2.86,133.47,baixa,190.59,66.74,baixa,medio,192.92,14,74,11,False
2024-03-14,Brasilia (DF),Brinquedos,1936,3872.0,34.848,193600,96.8,2.68,41.33,,Thursday,March,Q1,3.26,6313.04,5.71,100.83,media,3.12,6050.0,3.5,134.44,media,158.82,67.22,media,medio,165.21,14,74,11,False
2024-03-14,Sao Paulo (SP),Eletrônicos,19502,68257.0,292.53,23402400,390.04,1.87,49.53,,Thursday,March,Q1,6.16,120091.26,5.13,609.44,alta,5.27,102752.47,3.16,812.58,alta,100.0,406.29,media,alto,111.43,14,74,11,False
2024-03-14,Sao Paulo (SP),Vestuário,15243,12194.4,76.215,2286450,304.86,1.25,50.02,,Thursday,March,Q1,2.63,40113.16,3.95,476.34,media,1.45,22126.94,2.03,635.12,baixa,120.0,317.56,baixa,alto,124.08,14,74,11,False
2024-03-14,Sao Paulo (SP),Alimentos,7276,36380.0,145.52,582080,145.52,1.34,51.66,,Thursday,March,Q1,1.68,12254.32,3.16,227.38,baixa,2.13,15490.84,2.48,303.17,media,80.0,151.58,alta,alto,83.81,14,74,11,False
2024-03-14,Sao Paulo (SP),Casa e Decoração,11382,91056.0,569.1,3414600,227.64,2.65,41.29,,Thursday,March,Q1,6.84,77876.84,5.13,355.69,alta,6.02,68536.77,3.16,474.25,alta,120.0,237.12,baixa,alto,132.86,14,74,11,False
2024-03-14,Sao Paulo (SP),Beleza e Saúde,6877,8252.4,55.016,825240,137.54,1.09,46.59,,Thursday,March,Q1,3.16,21716.84,3.95,214.91,media,2.37,16268.17,2.48,286.54,media,100.0,143.27,media,alto,105.52,14,74,11,False
2024-03-14,Sao Paulo (SP),Esportes,6359,25436.0,158.975,1589750,127.18,1.92,56.93,,Thursday,March,Q1,4.79,30456.26,5.13,198.72,alta,2.96,18803.49,2.48,264.96,media,120.0,132.48,baixa,alto,127.75,14,74,11,False
2024-03-14,Sao Paulo (SP),Livros e Mídia,4544,4544.0,18.176,318080,90.88,0.88,32.44,,Thursday,March,Q1,1.26,5739.79,3.16,142.0,baixa,0.97,4397.42,2.03,189.33,baixa,120.0,94.67,baixa,alto,122.23,14,74,11,False
2024-03-14,Sao Paulo (SP),Brinquedos,3970,7940.0,71.46,397000,79.4,1.36,16.35,,Thursday,March,Q1,3.16,12536.84,2.63,124.06,media,2.96,11739.25,1.77,165.42,media,66.67,82.71,media,alto,72.78,14,74,11,False
2024-03-14,Florianopolis (SC),Eletrônicos,4157,14549.5,62.355,4988400,277.13,2.77,47.68,,Thursday,March,Q1,6.65,27634.6,6.65,236.19,alta,5.7,23685.23,4.56,305.66,alta,146.34,157.46,media,medio,158.69,14,74,11,False
2024-03-14,Florianopolis (SC),Vestuário,3947,3157.6,19.735,592050,263.13,1.98,42.45,,Thursday,March,Q1,2.84,11213.07,5.11,224.26,media,1.57,6195.87,2.93,290.22,baixa,175.61,149.51,baixa,medio,180.02,14,74,11,False
2024-03-14,Florianopolis (SC),Alimentos,3409,17045.0,68.18,272720,227.27,1.57,54.69,,Thursday,March,Q1,1.82,6198.18,4.09,193.69,baixa,2.3,7848.63,3.58,250.66,media,117.07,129.13,alta,medio,121.19,14,74,11,False
2024-03-14,Florianopolis (SC),Casa e Decoração,2446,19568.0,122.3,733800,163.07,2.42,42.01,,Thursday,March,Q1,7.39,18067.05,6.65,138.98,alta,6.51,15927.44,4.56,179.85,alta,175.61,92.65,baixa,medio,189.51,14,74,11,False
2024-03-14,Florianopolis (SC),Beleza e Saúde,2511,3013.2,20.088,301320,167.4,1.94,46.69,,Thursday,March,Q1,3.41,8560.23,5.11,142.67,media,2.56,6423.49,3.58,184.63,media,146.34,95.11,media,medio,152.31,14,74,11,False
2024-03-14,Florianopolis (SC),Esportes,2447,9788.0,61.175,611750,163.13,2.37,54.08,,Thursday,March,Q1,5.17,12652.1,6.65,139.03,alta,3.2,7824.71,3.58,179.93,media,175.61,92.69,baixa,medio,183.98,14,74,11,False
2024-03-14,Florianopolis (SC),Livros e Mídia,1672,1672.0,6.688,117040,111.47,1.63,49.78,,Thursday,March,Q1,1.36,2280.0,4.09,95.0,baixa,1.05,1749.77,2.93,122.94,baixa,175.61,63.33,baixa,medio,178.02,14,74,11,False
2024-03-14,Florianopolis (SC),Brinquedos,1632,3264.0,29.376,163200,108.8,1.76,46.15,,Thursday,March,Q1,3.41,5563.64,5.11,92.73,media,3.2,5218.6,3.58,120.0,media,146.34,61.82,media,medio,152.95,14,74,11,False
2024-03-15,Belem (PA),Eletrônicos,2221,7773.5,33.315,2665200,185.08,3.78,46.08,,Friday,March,Q1,6.88,15285.71,11.47,173.52,alta,6.12,13603.62,7.35,231.35,alta,240.0,115.68,media,baixo,253.01,15,75,11,False
2024-03-15,Belem (PA),Vestuário,2028,1622.4,10.14,304200,169.0,3.26,44.84,,Friday,March,Q1,2.94,5964.71,8.82,158.44,media,1.69,3422.25,4.72,211.25,baixa,288.0,105.62,baixa,baixo,292.63,15,75,11,False
2024-03-15,Belem (PA),Alimentos,2395,11975.0,47.9,191600,199.58,3.11,42.59,,Friday,March,Q1,1.88,4508.24,7.06,187.11,baixa,2.48,5927.62,5.77,249.48,media,192.0,124.74,alta,baixo,196.36,15,75,11,False
2024-03-15,Belem (PA),Casa e Decoração,1270,10160.0,63.5,381000,105.83,5.26,53.75,,Friday,March,Q1,7.65,9711.76,11.47,99.22,alta,7.0,8890.0,7.35,132.29,alta,288.0,66.15,baixa,baixo,302.65,15,75,11,False
2024-03-15,Belem (PA),Beleza e Saúde,1975,2370.0,15.8,237000,164.58,3.54,40.9,,Friday,March,Q1,3.53,6970.59,8.82,154.3,media,2.75,5431.25,5.77,205.73,media,240.0,102.86,media,baixo,246.28,15,75,11,False
2024-03-15,Belem (PA),Esportes,1384,5536.0,34.6,346000,115.33,3.51,42.92,,Friday,March,Q1,5.35,7408.47,11.47,108.12,alta,3.44,4757.5,5.77,144.17,media,288.0,72.08,baixa,baixo,296.79,15,75,11,False
2024-03-15,Belem (PA),Livros e Mídia,613,613.0,2.452,42910,51.08,2.26,5.04,,Friday,March,Q1,1.41,865.41,4.71,47.89,baixa,1.12,689.62,3.37,63.85,baixa,192.0,31.93,baixa,baixo,194.54,15,75,11,False
2024-03-15,Belem (PA),Brinquedos,1490,2980.0,26.82,149000,124.17,3.33,54.39,,Friday,March,Q1,3.53,5258.82,8.82,116.41,media,3.44,5121.88,5.77,155.21,media,240.0,77.6,media,baixo,246.97,15,75,11,False
2024-03-15,Recife (PE),Eletrônicos,3427,11994.5,51.405,4112400,190.39,3.66,40.47,,Friday,March,Q1,6.5,22275.5,8.67,214.19,alta,5.76,19755.65,5.76,267.73,alta,187.5,142.79,media,medio,199.76,15,75,11,False
2024-03-15,Recife (PE),Vestuário,2912,2329.6,14.56,436800,161.78,2.9,58.86,,Friday,March,Q1,2.78,8088.89,6.67,182.0,media,1.59,4624.94,3.71,227.5,baixa,225.0,121.33,baixa,medio,229.37,15,75,11,False
2024-03-15,Recife (PE),Alimentos,4428,22140.0,88.56,354240,246.0,2.0,56.93,,Friday,March,Q1,1.78,7872.0,5.33,276.75,baixa,2.33,10314.64,4.53,345.94,media,150.0,184.5,alta,medio,154.11,15,75,11,False
2024-03-15,Recife (PE),Casa e Decoração,2218,17744.0,110.9,665400,123.22,4.7,56.41,,Friday,March,Q1,7.22,16018.89,8.67,138.62,alta,6.59,14612.71,5.76,173.28,alta,225.0,92.42,baixa,medio,238.81,15,75,11,False
2024-03-15,Recife (PE),Beleza e Saúde,3119,3742.8,24.952,374280,173.28,2.4,50.24,,Friday,March,Q1,3.33,10396.67,6.67,194.94,media,2.59,8072.71,4.53,243.67,media,187.5,129.96,media,medio,193.42,15,75,11,False
2024-03-15,Recife (PE),Esportes,2408,9632.0,60.2,602000,133.78,3.35,51.3,,Friday,March,Q1,5.06,12173.78,8.67,150.5,alta,3.24,7790.59,4.53,188.12,media,225.0,100.33,baixa,medio,233.29,15,75,11,False
2024-03-15,Recife (PE),Livros e Mídia,1155,1155.0,4.62,80850,64.17,2.44,5.75,,Friday,March,Q1,1.33,1540.0,3.56,72.19,baixa,1.06,1222.94,2.65,90.23,baixa,150.0,48.12,baixa,medio,152.39,15,75,11,False
2024-03-15,Recife (PE),Brinquedos,2528,5056.0,45.504,252800,140.44,3.53,41.97,,Friday,March,Q1,3.33,8426.67,6.67,158.0,media,3.24,8178.82,4.53,197.5,media,187.5,105.33,media,medio,194.07,15,75,11,False
2024-03-15,Brasilia (DF),Eletrônicos,4659,16306.5,69.885,5590800,232.95,3.42,50.1,,Friday,March,Q1,6.36,29625.16,7.42,242.66,alta,5.57,25942.16,4.45,323.54,alta,158.82,161.77,media,medio,170.75,15,75,11,False
2024-03-15,Brasilia (DF),Vestuário,4351,3480.8,21.755,652650,217.55,2.14,45.05,,Friday,March,Q1,2.72,11823.37,5.71,226.61,media,1.53,6674.83,2.86,302.15,baixa,190.59,151.08,baixa,medio,194.84,15,75,11,False
2024-03-15,Brasilia (DF),Alimentos,3615,18075.0,72.3,289200,180.75,1.73,47.03,,Friday,March,Q1,1.74,6286.96,4.57,188.28,baixa,2.25,8133.75,3.5,251.04,media,127.06,125.52,alta,medio,131.05,15,75,11,False
2024-03-15,Brasilia (DF),Casa e Decoração,2634,21072.0,131.7,790200,131.7,3.52,54.17,,Friday,March,Q1,7.07,18609.78,7.42,137.19,alta,6.36,16761.82,4.45,182.92,alta,190.59,91.46,baixa,medio,204.02,15,75,11,False
2024-03-15,Brasilia (DF),Beleza e Saúde,2690,3228.0,21.52,322800,134.5,2.3,42.0,,Friday,March,Q1,3.26,8771.74,5.71,140.1,media,2.5,6725.0,3.5,186.81,media,158.82,93.4,media,medio,164.58,15,75,11,False
2024-03-15,Brasilia (DF),Esportes,2749,10996.0,68.725,687250,137.45,2.61,52.97,,Friday,March,Q1,4.95,13595.6,7.42,143.18,alta,3.12,8590.62,3.5,190.9,media,190.59,95.45,baixa,medio,198.66,15,75,11,False
2024-03-15,Brasilia (DF),Livros e Mídia,1925,1925.0,7.7,134750,96.25,1.55,45.43,,Friday,March,Q1,1.3,2510.87,4.57,100.26,baixa,1.02,1968.75,2.86,133.68,baixa,190.59,66.84,baixa,medio,192.92,15,75,11,False
2024-03-15,Brasilia (DF),Brinquedos,1855,3710.0,33.39,185500,92.75,2.43,29.79,,Friday,March,Q1,3.26,6048.91,5.71,96.61,media,3.12,5796.88,3.5,128.82,media,158.82,64.41,media,medio,165.21,15,75,11,False
2024-03-15,Sao Paulo (SP),Eletrônicos,20741,72593.5,311.115,24889200,414.82,1.59,46.75,,Friday,March,Q1,6.16,127720.89,5.13,648.16,alta,5.27,109280.54,3.16,864.21,alta,100.0,432.1,media,alto,111.43,15,75,11,False
2024-03-15,Sao Paulo (SP),Vestuário,14903,11922.4,74.515,2235450,298.06,1.62,55.32,,Friday,March,Q1,2.63,39218.42,3.95,465.72,media,1.45,21633.39,2.03,620.96,baixa,120.0,310.48,baixa,alto,124.08,15,75,11,False
2024-03-15,Sao Paulo (SP),Alimentos,6934,34670.0,138.68,554720,138.68,1.3,47.73,,Friday,March,Q1,1.68,11678.32,3.16,216.69,baixa,2.13,14762.71,2.48,288.92,media,80.0,144.46,alta,alto,83.81,15,75,11,False
2024-03-15,Sao Paulo (SP),Casa e Decoração,9917,79336.0,495.85,2975100,198.34,2.37,59.52,,Friday,March,Q1,6.84,67853.16,5.13,309.91,alta,6.02,59715.27,3.16,413.21,alta,120.0,206.6,baixa,alto,132.86,15,75,11,False
2024-03-15,Sao Paulo (SP),Beleza e Saúde,6751,8101.2,54.008,810120,135.02,1.33,53.48,,Friday,March,Q1,3.16,21318.95,3.95,210.97,media,2.37,15970.11,2.48,281.29,media,100.0,140.65,media,alto,105.52,15,75,11,False
2024-03-15,Sao Paulo (SP),Esportes,6367,25468.0,159.175,1591750,127.34,1.88,55.23,,Friday,March,Q1,4.79,30494.58,5.13,198.97,alta,2.96,18827.15,2.48,265.29,media,120.0,132.65,baixa,alto,127.75,15,75,11,False
2024-03-15,Sao Paulo (SP),Livros e Mídia,4478,4478.0,17.912,313460,89.56,1.26,32.3,,Friday,March,Q1,1.26,5656.42,3.16,139.94,baixa,0.97,4333.55,2.03,186.58,baixa,80.0,93.29,baixa,alto,82.23,15,75,11,False
2024-03-15,Sao Paulo (SP),Brinquedos,4234,8468.0,76.212,423400,84.68,1.59,25.16,,Friday,March,Q1,3.16,13370.53,2.63,132.31,media,2.96,12519.89,1.77,176.42,media,66.67,88.21,media,alto,72.78,15,75,11,False
2024-03-15,Florianopolis (SC),Eletrônicos,3223,11280.5,48.345,3867600,214.87,2.76,44.03,,Friday,March,Q1,6.65,21425.63,6.65,183.12,alta,5.7,18363.6,4.56,236.99,alta,146.34,122.08,media,medio,158.69,15,75,11,False
2024-03-15,Florianopolis (SC),Vestuário,2706,2164.8,13.53,405900,180.4,2.23,56.71,,Friday,March,Q1,2.84,7687.5,5.11,153.75,media,1.57,4247.79,2.93,198.97,baixa,175.61,102.5,baixa,medio,180.02,15,75,11,False
2024-03-15,Florianopolis (SC),Alimentos,2296,11480.0,45.92,183680,153.07,1.83,53.74,,Friday,March,Q1,1.82,4174.55,4.09,130.45,baixa,2.3,5286.14,3.58,168.82,media,117.07,86.97,alta,medio,121.19,15,75,11,False
2024-03-15,Florianopolis (SC),Casa e Decoração,1977,15816.0,98.85,593100,131.8,3.4,48.38,,Friday,March,Q1,7.39,14602.84,6.65,112.33,alta,6.51,12873.49,4.56,145.37,alta,175.61,74.89,baixa,medio,189.51,15,75,11,False
2024-03-15,Florianopolis (SC),Beleza e Saúde,1849,2218.8,14.792,221880,123.27,1.65,50.1,,Friday,March,Q1,3.41,6303.41,5.11,105.06,media,2.56,4730.0,3.58,135.96,media,146.34,70.04,media,medio,152.31,15,75,11,False
2024-03-15,Florianopolis (SC),Esportes,1858,7432.0,46.45,464500,123.87,2.47,55.83,,Friday,March,Q1,5.17,9606.7,6.65,105.57,alta,3.2,5941.28,3.58,136.62,media,175.61,70.38,baixa,medio,183.98,15,75,11,False
2024-03-15,Florianopolis (SC),Livros e Mídia,1334,1334.0,5.336,93380,88.93,1.56,24.9,,Friday,March,Q1,1.36,1819.09,4.09,75.8,baixa,1.05,1396.05,2.93,98.09,baixa,117.07,50.53,baixa,medio,119.48,15,75,11,False
2024-03-15,Florianopolis (SC),Brinquedos,1176,2352.0,21.168,117600,78.4,2.3,10.46,,Friday,March,Q1,3.41,4009.09,3.41,66.82,media,3.2,3760.47,2.56,86.47,media,97.56,44.55,media,medio,104.17,15,75,11,False
2024-03-16,Belem (PA),Eletrônicos,1687,5904.5,25.305,2024400,140.58,4.05,57.53,,Saturday,March,Q1,6.88,11610.53,11.47,131.8,alta,6.12,10332.87,7.35,175.73,alta,240.0,87.86,media,baixo,253.01,16,76,11,True
2024-03-16,Belem (PA),Vestuário,1385,1108.0,6.925,207750,115.42,2.82,46.01,,Saturday,March,Q1,2.94,4073.53,8.82,108.2,media,1.69,2337.19,4.72,144.27,baixa,288.0,72.14,baixa,baixo,292.63,16,76,11,True
2024-03-16,Belem (PA),Alimentos,1955,9775.0,39.1,156400,162.92,2.66,50.7,,Saturday,March,Q1,1.88,3680.0,7.06,152.73,baixa,2.48,4838.62,5.77,203.65,media,192.0,101.82,alta,baixo,196.36,16,76,11,True
2024-03-16,Belem (PA),Casa e Decoração,1034,8272.0,51.7,310200,86.17,6.12,21.98,,Saturday,March,Q1,7.65,7907.06,11.47,80.78,alta,7.0,7238.0,7.35,107.71,alta,192.0,53.85,baixa,baixo,206.65,16,76,11,True
2024-03-16,Belem (PA),Beleza e Saúde,1433,1719.6,11.464,171960,119.42,3.21,58.98,,Saturday,March,Q1,3.53,5057.65,8.82,111.95,media,2.75,3940.75,5.77,149.27,media,240.0,74.64,media,baixo,246.28,16,76,11,True
2024-03-16,Belem (PA),Esportes,1191,4764.0,29.775,297750,99.25,3.44,47.86,,Saturday,March,Q1,5.35,6375.35,11.47,93.05,alta,3.44,4094.06,5.77,124.06,media,288.0,62.03,baixa,baixo,296.79,16,76,11,True
2024-03-16,Belem (PA),Livros e Mídia,469,469.0,1.876,32830,39.08,1.97,4.02,,Saturday,March,Q1,1.41,662.12,4.71,36.64,baixa,1.12,527.62,3.37,48.85,baixa,192.0,24.43,baixa,baixo,194.54,16,76,11,True
2024-03-16,Belem (PA),Brinquedos,1074,2148.0,19.332,107400,89.5,3.48,23.66,,Saturday,March,Q1,3.53,3790.59,8.82,83.91,media,3.44,3691.88,5.77,111.87,media,160.0,55.94,media,baixo,166.97,16,76,11,True
2024-03-16,Recife (PE),Eletrônicos,2670,9345.0,40.05,3204000,148.33,3.69,46.02,,Saturday,March,Q1,6.5,17355.0,8.67,166.88,alta,5.76,15391.76,5.76,208.59,alta,187.5,111.25,media,medio,199.76,16,76,11,True
2024-03-16,Recife (PE),Vestuário,2311,1848.8,11.555,346650,128.39,2.89,44.65,,Saturday,March,Q1,2.78,6419.44,6.67,144.44,media,1.59,3670.41,3.71,180.55,baixa,225.0,96.29,baixa,medio,229.37,16,76,11,True
2024-03-16,Recife (PE),Alimentos,3323,16615.0,66.46,265840,184.61,2.11,50.17,,Saturday,March,Q1,1.78,5907.56,5.33,207.69,baixa,2.33,7740.64,4.53,259.61,media,150.0,138.46,alta,medio,154.11,16,76,11,True
2024-03-16,Recife (PE),Casa e Decoração,1536,12288.0,76.8,460800,85.33,4.81,25.34,,Saturday,March,Q1,7.22,11093.33,8.67,96.0,alta,6.59,10119.53,5.76,120.0,alta,150.0,64.0,baixa,medio,163.81,16,76,11,True
2024-03-16,Recife (PE),Beleza e Saúde,2283,2739.6,18.264,273960,126.83,2.67,41.42,,Saturday,March,Q1,3.33,7610.0,6.67,142.69,media,2.59,5908.94,4.53,178.36,media,187.5,95.12,media,medio,193.42,16,76,11,True
2024-03-16,Recife (PE),Esportes,1893,7572.0,47.325,473250,105.17,2.99,50.55,,Saturday,March,Q1,5.06,9570.17,8.67,118.31,alta,3.24,6124.41,4.53,147.89,media,225.0,78.88,baixa,medio,233.29,16,76,11,True
2024-03-16,Recife (PE),Livros e Mídia,827,827.0,3.308,57890,45.94,2.46,5.1,,Saturday,March,Q1,1.33,1102.67,3.56,51.69,baixa,1.06,875.65,2.65,64.61,baixa,150.0,34.46,baixa,medio,152.39,16,76,11,True
2024-03-16,Recife (PE),Brinquedos,1887,3774.0,33.966,188700,104.83,2.88,58.98,,Saturday,March,Q1,3.33,6290.0,6.67,117.94,media,3.24,6105.0,4.53,147.42,media,187.5,78.62,media,medio,194.07,16,76,11,True
2024-03-16,Brasilia (DF),Eletrônicos,3645,12757.5,54.675,4374000,182.25,3.41,48.65,,Saturday,March,Q1,6.36,23177.45,7.42,189.84,alta,5.57,20296.02,4.45,253.12,alta,158.82,126.56,media,medio,170.75,16,76,11,True
2024-03-16,Brasilia (DF),Vestuário,3608,2886.4,18.04,541200,180.4,2.82,43.78,,Saturday,March,Q1,2.72,9804.35,5.71,187.92,media,1.53,5535.0,2.86,250.56,baixa,190.59,125.28,baixa,medio,194.84,16,76,11,True
2024-03-16,Brasilia (DF),Alimentos,2934,14670.0,58.68,234720,146.7,1.83,45.95,,Saturday,March,Q1,1.74,5102.61,4.57,152.81,baixa,2.25,6601.5,3.5,203.75,media,127.06,101.88,alta,medio,131.05,16,76,11,True
2024-03-16,Brasilia (DF),Casa e Decoração,2165,17320.0,108.25,649500,108.25,4.09,44.6,,Saturday,March,Q1,7.07,15296.2,7.42,112.76,alta,6.36,13777.27,4.45,150.35,alta,190.59,75.17,baixa,medio,204.02,16,76,11,True
2024-03-16,Brasilia (DF),Beleza e Saúde,2031,2437.2,16.248,243720,101.55,2.44,41.1,,Saturday,March,Q1,3.26,6622.83,5.71,105.78,media,2.5,5077.5,3.5,141.04,media,158.82,70.52,media,medio,164.58,16,76,11,True
2024-03-16,Brasilia (DF),Esportes,1948,7792.0,48.7,487000,97.4,2.46,39.13,,Saturday,March,Q1,4.95,9634.13,7.42,101.46,alta,3.12,6087.5,3.5,135.28,media,190.59,67.64,baixa,medio,198.66,16,76,11,True
2024-03-16,Brasilia (DF),Livros e Mídia,1496,1496.0,5.984,104720,74.8,1.43,8.56,,Saturday,March,Q1,1.3,1951.3,3.04,77.92,baixa,1.02,1530.0,2.05,103.89,baixa,127.06,51.94,baixa,medio,129.39,16,76,11,True
2024-03-16,Brasilia (DF),Brinquedos,1544,3088.0,27.792,154400,77.2,2.32,10.02,,Saturday,March,Q1,3.26,5034.78,3.8,80.42,media,3.12,4825.0,2.5,107.22,media,105.88,53.61,media,medio,112.27,16,76,11,True
2024-03-16,Sao Paulo (SP),Eletrônicos,12326,43141.0,184.89,14791200,246.52,1.55,43.78,,Saturday,March,Q1,6.16,75902.21,5.13,385.19,alta,5.27,64943.44,3.16,513.58,alta,100.0,256.79,media,alto,111.43,16,76,11,True
